Kode Posisi (Abbreviation),SAP Position ID,Position Title,Deskripsi Panjang Jabatan,Kode SATKER,Org. Unit ID,Org. Unit Title,Kode Posisi Superior,SAP Position ID (Superior),Position Superior Title,Kode SATKER Superior,Org. Unit ID Superior,OU Superior Title,
252131100N,10003542,Air Laya Shovel/Truck Mining Operations 1 Group D Sub-Section Head,Air Laya Shovel/Truck Mining Operations 1 Group D Sub-Section Head,5213,30000490,Air Laya Shovel/Truck Mining Operations 1 Group D Sub-Section,252131000N,10003542,#REF!,5213,30000254,Air Laya Mining Operations 1 Section,
252131110N,10001689,Mining Operation Supervision Specialist,Mining Operation Supervision Specialist,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,252131100N,10001689,#REF!,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,
252131120N,10002598,Senior Mining Operation Supervision Technician,Senior Mining Operation Supervision Technician,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,252131100N,10002598,#REF!,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,
252131130N,10002599,Mining Operation Supervision Technician,Mining Operation Supervision Technician,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,252131100N,10002599,#REF!,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,
252131130N,10002600,Mining Operation Supervision Technician,Mining Operation Supervision Technician,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,252131100N,10002600,#REF!,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,
252131140N,10002601,Mining Operation Supervision Technician Entry,Mining Operation Supervision Technician Entry,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,252131100N,10002601,#REF!,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,
252131140N,10002602,Mining Operation Supervision Technician Entry,Mining Operation Supervision Technician Entry,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,252131100N,10002602,#REF!,5213,30000487,Air Laya Shovel/Truck Mining Operations 1 Group A Sub-Section,
252132000N,10000317,Air Laya Mining Operations 2 Section Head,Air Laya Mining Operations 2 Section Head,5213,30000255,Air Laya Mining Operations 2 Section,252130000N,10000317,#REF!,5213,30000114,Air Laya Mining Operations Department,
252132100N,10000968,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section Head,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section Head,5213,30000491,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section,252132000N,10000968,#REF!,5213,30000255,Air Laya Mining Operations 2 Section,
252132100N,10000969,Air Laya Shovel/Truck Mining Operations 2 Group B Sub-Section Head,Air Laya Shovel/Truck Mining Operations 2 Group B Sub-Section Head,5213,30000492,Air Laya Shovel/Truck Mining Operations 2 Group B Sub-Section,252132000N,10000969,#REF!,5213,30000255,Air Laya Mining Operations 2 Section,
252132100N,10000970,Air Laya Shovel/Truck Mining Operations 2 Group C Sub-Section Head,Air Laya Shovel/Truck Mining Operations 2 Group C Sub-Section Head,5213,30000493,Air Laya Shovel/Truck Mining Operations 2 Group C Sub-Section,252132000N,10000970,#REF!,5213,30000255,Air Laya Mining Operations 2 Section,
252132100N,10003543,Air Laya Shovel/Truck Mining Operations 2 Group D Sub-Section Head,Air Laya Shovel/Truck Mining Operations 2 Group D Sub-Section Head,5213,30000494,Air Laya Shovel/Truck Mining Operations 2 Group D Sub-Section,252132000N,10003543,#REF!,5213,30000255,Air Laya Mining Operations 2 Section,
252132110N,10001690,Mining Operation Supervision Specialist,Mining Operation Supervision Specialist,5213,30000491,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section,252132100N,10001690,#REF!,5213,30000491,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section,
252132120N,10002603,Senior Mining Operation Supervision Technician,Senior Mining Operation Supervision Technician,5213,30000491,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section,252132100N,10002603,#REF!,5213,30000491,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section,
252132130N,10002604,Mining Operation Supervision Technician,Mining Operation Supervision Technician,5213,30000491,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section,252132100N,10002604,#REF!,5213,30000491,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section,
252132130N,10002605,Mining Operation Supervision Technician,Mining Operation Supervision Technician,5213,30000491,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section,252132100N,10002605,#REF!,5213,30000491,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section,
252132140N,10002606,Mining Operation Supervision Technician Entry,Mining Operation Supervision Technician Entry,5213,30000491,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section,252132100N,10002606,#REF!,5213,30000491,Air Laya Shovel/Truck Mining Operations 2 Group A Sub-Section,
252133000N,10000321,Air Laya Temporary Stockpile Operations Section Head,Air Laya Temporary Stockpile Operations Section Head,5213,30000256,Air Laya Temporary Stockpile Operations Section,252130000N,10000321,#REF!,5213,30000114,Air Laya Mining Operations Department,
252133100N,10000971,Air Laya Temporary Stockpile Operations Group A Sub-Section Head,Air Laya Temporary Stockpile Operations Group A Sub-Section Head,5213,30000495,Air Laya Temporary Stockpile Operations Group A Sub-Section,252133000N,10000971,#REF!,5213,30000256,Air Laya Temporary Stockpile Operations Section,
252133100N,10000972,Air Laya Temporary Stockpile Operations Group B Sub-Section Head,Air Laya Temporary Stockpile Operations Group B Sub-Section Head,5213,30000496,Air Laya Temporary Stockpile Operations Group B Sub-Section,252133000N,10000972,#REF!,5213,30000256,Air Laya Temporary Stockpile Operations Section,
252133100N,10000973,Air Laya Temporary Stockpile Operations Group C Sub-Section Head,Air Laya Temporary Stockpile Operations Group C Sub-Section Head,5213,30000497,Air Laya Temporary Stockpile Operations Group C Sub-Section,252133000N,10000973,#REF!,5213,30000256,Air Laya Temporary Stockpile Operations Section,
252133100N,10000974,Air Laya Temporary Stockpile Operations Group D Sub-Section Head,Air Laya Temporary Stockpile Operations Group D Sub-Section Head,5213,30000498,Air Laya Temporary Stockpile Operations Group D Sub-Section,252133000N,10000974,#REF!,5213,30000256,Air Laya Temporary Stockpile Operations Section,
252133110N,10001691,Stockpile Operation Supervision Specialist,Stockpile Operation Supervision Specialist,5213,30000495,Air Laya Temporary Stockpile Operations Group A Sub-Section,252133100N,10001691,#REF!,5213,30000495,Air Laya Temporary Stockpile Operations Group A Sub-Section,
252133120N,10002607,Senior Stockpile Operation Supervision Technician,Senior Stockpile Operation Supervision Technician,5213,30000495,Air Laya Temporary Stockpile Operations Group A Sub-Section,252133100N,10002607,#REF!,5213,30000495,Air Laya Temporary Stockpile Operations Group A Sub-Section,
252133130N,10002608,Stockpile Operation Supervision Technician,Stockpile Operation Supervision Technician,5213,30000495,Air Laya Temporary Stockpile Operations Group A Sub-Section,252133100N,10002608,#REF!,5213,30000495,Air Laya Temporary Stockpile Operations Group A Sub-Section,
252133140N,10002609,Stockpile Operation Supervision Technician Entry,Stockpile Operation Supervision Technician Entry,5213,30000495,Air Laya Temporary Stockpile Operations Group A Sub-Section,252133100N,10002609,#REF!,5213,30000495,Air Laya Temporary Stockpile Operations Group A Sub-Section,
252140000N,10000102,Muara Tiga Besar Mining Operations Department Head,Muara Tiga Besar Mining Operations Department Head,5214,30000115,Muara Tiga Besar Mining Operations Department,252100000N,10000102,#REF!,5210,30000033,Mining Sub-Division,
252141000N,10000327,MTB Mining Operations 1 Section Head,MTB Mining Operations 1 Section Head,5214,30000257,MTB Mining Operations 1 Section,252140000N,10000327,#REF!,5214,30000115,Muara Tiga Besar Mining Operations Department,
252141100N,10000976,MTB Mining Operations 1 Group A Sub-Section Head,MTB Mining Operations 1 Group A Sub-Section Head,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,252141000N,10000976,#REF!,5214,30000257,MTB Mining Operations 1 Section,
252141100N,10000977,MTB Mining Operations 1 Group B Sub-Section Head,MTB Mining Operations 1 Group B Sub-Section Head,5214,30000500,MTB Mining Operations 1 Group B Sub-Section,252141000N,10000977,#REF!,5214,30000257,MTB Mining Operations 1 Section,
252141100N,10000978,MTB Mining Operations 1 Group C Sub-Section Head,MTB Mining Operations 1 Group C Sub-Section Head,5214,30000501,MTB Mining Operations 1 Group C Sub-Section,252141000N,10000978,#REF!,5214,30000257,MTB Mining Operations 1 Section,
252141100N,10003544,MTB Mining Operations 1 Group D Sub-Section Head,MTB Mining Operations 1 Group D Sub-Section Head,5214,30000502,MTB Mining Operations 1 Group D Sub-Section,252141000N,10003544,#REF!,5214,30000257,MTB Mining Operations 1 Section,
252141110N,10001692,Mining Operation Supervision Specialist,Mining Operation Supervision Specialist,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,252141100N,10001692,#REF!,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,
252141120N,10002610,Senior Mining Operation Supervision Technician,Senior Mining Operation Supervision Technician,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,252141100N,10002610,#REF!,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,
252141130N,10002611,Mining Operation Supervision Technician,Mining Operation Supervision Technician,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,252141100N,10002611,#REF!,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,
252141130N,10002612,Mining Operation Supervision Technician,Mining Operation Supervision Technician,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,252141100N,10002612,#REF!,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,
252141130N,10002613,Mining Operation Supervision Technician,Mining Operation Supervision Technician,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,252141100N,10002613,#REF!,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,
252141140N,10002614,Mining Operation Supervision Technician Entry,Mining Operation Supervision Technician Entry,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,252141100N,10002614,#REF!,5214,30000499,MTB Mining Operations 1 Group A Sub-Section,
252142000N,10000331,MTB Mining Operations 2 Section Head,MTB Mining Operations 2 Section Head,5214,30000258,MTB Mining Operations 2 Section,252140000N,10000331,#REF!,5214,30000115,Muara Tiga Besar Mining Operations Department,
252142100N,10000979,MTB Mining Operations 2 Group A Sub-Section Head,MTB Mining Operations 2 Group A Sub-Section Head,5214,30000503,MTB Mining Operations 2 Group A Sub-Section,252142000N,10000979,#REF!,5214,30000258,MTB Mining Operations 2 Section,
252142100N,10000980,MTB Mining Operations 2 Group B Sub-Section Head,MTB Mining Operations 2 Group B Sub-Section Head,5214,30000504,MTB Mining Operations 2 Group B Sub-Section,252142000N,10000980,#REF!,5214,30000258,MTB Mining Operations 2 Section,
252142100N,10000981,MTB Mining Operations 2 Group C Sub-Section Head,MTB Mining Operations 2 Group C Sub-Section Head,5214,30000505,MTB Mining Operations 2 Group C Sub-Section,252142000N,10000981,#REF!,5214,30000258,MTB Mining Operations 2 Section,
252142100N,10000982,MTB Mining Operations 2 Group D Sub-Section Head,MTB Mining Operations 2 Group D Sub-Section Head,5214,30000506,MTB Mining Operations 2 Group D Sub-Section,252142000N,10000982,#REF!,5214,30000258,MTB Mining Operations 2 Section,
252142110N,10001693,Mining Operation Supervision Specialist,Mining Operation Supervision Specialist,5214,30000503,MTB Mining Operations 2 Group A Sub-Section,252142100N,10001693,#REF!,5214,30000503,MTB Mining Operations 2 Group A Sub-Section,
252142120N,10002615,Senior Mining Operation Supervision Technician,Senior Mining Operation Supervision Technician,5214,30000503,MTB Mining Operations 2 Group A Sub-Section,252142100N,10002615,#REF!,5214,30000503,MTB Mining Operations 2 Group A Sub-Section,
252142130N,10002616,Mining Operation Supervision Technician,Mining Operation Supervision Technician,5214,30000503,MTB Mining Operations 2 Group A Sub-Section,252142100N,10002616,#REF!,5214,30000503,MTB Mining Operations 2 Group A Sub-Section,
252142140N,10002617,Mining Operation Supervision Technician Entry,Mining Operation Supervision Technician Entry,5214,30000503,MTB Mining Operations 2 Group A Sub-Section,252142100N,10002617,#REF!,5214,30000503,MTB Mining Operations 2 Group A Sub-Section,
252143000N,10000336,MTB Temporary Stockpile Operations Section Head,MTB Temporary Stockpile Operations Section Head,5214,30000259,MTB Temporary Stockpile Operations Section,252140000N,10000336,#REF!,5214,30000115,Muara Tiga Besar Mining Operations Department,
